Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Economically inactive: looking after family/home,32.05420651,4.855145958,147
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Economically inactive: other,41.24721647,5.678624975,127
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Economically inactive: retired,32.93178976,1.901884547,936
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Economically inactive: student,[x],[x],[x]
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Employed,30.83035266,1.019447581,3353
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,remploy2a,Unemployed,30.02983609,7.193794378,64
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,rural3,Rural,34.15987416,1.702504196,1168
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,rural3,Urban,30.06521989,0.904438689,4199
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,sex,Female,30.5776803,1.111169351,2746
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,sex,Male,31.49154592,1.124225845,2621
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,struct4,Children,29.00798816,3.603449753,244
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,struct4,Lone parent,24.08281626,8.493857646,35
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,struct4,No children,31.19397549,0.817984127,5088
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tenharm,Owners,32.27545218,0.932731279,3767
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tenharm,Private rented sector,27.9861733,2.246015663,573
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tenharm,Renters,26.69911127,1.397877188,1541
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tenharm,Social rented sector,25.85954096,1.789911327,968
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,Total,Total,31.02768338,0.799138894,5367
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"10,400 -20,799",30.17125501,1.997700386,791
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"20,800 -31,199",30.34557602,1.842647325,831
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"31,200-41,599",33.09071783,2.344699433,620
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"41,600 -51,999",33.70617179,2.531669866,544
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"52,000 or more",30.02857408,1.63307768,1213
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,No income stated or not enough information provided,22.89733871,6.416978439,59
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,tothhin4,"Up to 10,399",32.78144597,3.584744358,288
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,weekday2,3-7 hours,31.20396368,1.418681476,1589
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,weekday2,7 plus hrs,29.9250619,1.36587771,1776
2024,4,catt2a,Person,Perception,England and Wales, ,All people,55-64,weekday2,Less than 3 hrs,32.18379525,1.3380359,1972
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,Detached house,32.9515403,1.411181591,1548
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,Flats/maisonettes,24.25931461,2.154673857,615
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,House,29.64710678,0.861317583,4320
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,Other accommodation,13.01307606,6.986015435,16
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,Semi-detached house,27.29833404,1.369969138,1514
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,accharm3,Terraced house,27.73113099,1.665873599,1258
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,agegrp7,65-74,29.10829808,0.811211941,4965
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,clubno,1-3 times,23.74228728,9.730799873,32
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,clubno,4+ times,[x],[x],[x]
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,clubno,None,29.16698419,0.81399989,4920
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,depremp19,20% least deprived,30.06893229,1.900628885,909
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,depremp19,20% most deprived,25.6871747,1.875561752,1024
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,depremp19,Deciles 3 - 8,29.73404476,1.051334635,2633
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,educatlvl,Apprenticeship or A/AS level,27.50913044,1.930334353,771
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,educatlvl,Degree or diploma,28.80034228,1.288543538,1929
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,educatlvl,None,27.5101278,1.68663217,1122
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,educatlvl,O level/GCSE,34.50511736,1.970218288,849
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,educatlvl,Other,27.42904694,3.401060399,264
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,East Midlands,35.53024307,2.645432982,471
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,East of England,30.3966975,2.291641707,615
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,England,29.18952762,0.839354936,4566
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,London,23.49079473,2.379583405,424
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,North East,28.33121277,2.908694232,269
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,North West,27.4224194,2.42273384,643
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,South East,29.27148843,2.341407891,595
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,South West,32.94347965,2.608072546,499
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,Wales,27.95996088,3.1570033,399
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,West Midlands,26.78674477,2.376959505,496
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,gor,Yorkshire and The Humber,28.23180986,2.270338938,554
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,illONS,Disability/illness ONS,27.73455447,1.420549711,1462
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,incivgrp,High,28.0111509,4.451326811,238
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,incivgrp,Low,29.10313788,0.823702964,4714
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Cohabiting,27.25564508,3.595089388,199
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Divorced/Legally dissolved partnership,30.68048593,2.003459349,778
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Living as a couple,29.15139144,1.023281708,2708
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Married/civil partnered,29.2837587,1.062779305,2509
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Not living as a couple,28.70000054,1.192599397,2230
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Separated,24.42267138,4.681543011,117
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Single,26.42910309,2.0533901,608
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,livharm1a,Widowed,29.12802708,2.113998178,727
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,nsethgrp,Asian/Asian British,28.86035622,4.68158262,134
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,nsethgrp,Black/African/Caribbean/Black British,20.50373232,4.523277924,104
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,nsethgrp,Mixed/multiple ethnic groups,17.62505354,9.751371078,25
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,nsethgrp,Other ethnic group,11.42074576,6.398466604,30
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,nsethgrp,White,29.48188011,0.83518988,4663
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Constrained city dwellers,23.26210063,2.421867846,428
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Cosmopolitans,22.74924712,4.111874881,129
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Ethnicity central,27.62287752,3.927464208,184
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Hard-pressed living,28.91513065,1.942173503,1017
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Multicultural metropolitans,23.64402842,2.42380913,469
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Rural residents,33.51831048,1.919270163,796
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Suburbanites,31.15722155,1.65128212,1125
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,oa_sup11,Urbanites,27.95317566,1.916032099,817
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,pub3,Less than once a week,28.79292231,1.521799068,1214
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,pub3,None,29.28859517,1.012199163,3118
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,pub3,Once a week or more often,29.11990391,2.290122049,628
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Full-time students,[x],[x],[x]
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Intermediate occs,32.80169238,1.677753299,1131
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Managerial and professional occs,28.31402462,1.295980668,1870
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Never worked and long term unemployed,27.28336341,4.282014218,174
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Not classified,28.00085962,5.809053648,104
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,r10sec4a,Routine and manual occs,27.57997391,1.3668131,1685
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Economically inactive,29.0350229,0.887802355,3983
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Economically inactive: long-term/temp sick/ill,21.15584104,4.253507944,143
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Economically inactive: looking after family/home,39.96829428,13.32006614,22
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Economically inactive: other,33.54363202,11.06980468,33
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Economically inactive: retired,29.12831969,0.894911872,3785
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Employed,29.65575838,1.829999319,970
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,remploy2a,Unemployed,[x],[x],[x]
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,rural3,Rural,34.75859539,1.61133511,1224
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,rural3,Urban,27.12672197,0.933147595,3741
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,sex,Female,30.95729129,1.149597838,2475
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,sex,Male,27.16030187,1.073446652,2490
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,struct4,Children,24.78225532,6.670831482,56
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,struct4,Lone parent,33.35857617,14.48176198,11
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,struct4,No children,29.17697413,0.816785672,4898
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tenharm,Owners,30.3819812,0.908248868,3798
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tenharm,Private rented sector,26.525369,3.255909511,291
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tenharm,Renters,23.15107455,1.562492529,1134
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tenharm,Social rented sector,21.75042717,1.75832292,843
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,Total,Total,29.10829808,0.811211941,4965
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"10,400 -20,799",29.92524215,1.630633894,1163
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"20,800 -31,199",29.75135974,1.819551023,961
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"31,200-41,599",29.60575193,2.102639703,608
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"41,600 -51,999",31.55925992,2.837954894,376
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"52,000 or more",28.85153088,2.36577322,542
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,No income stated or not enough information provided,14.68348276,4.401476568,67
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,tothhin4,"Up to 10,399",23.61094388,3.018674327,318
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,weekday2,3-7 hours,29.98386094,1.37432442,1684
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,weekday2,7 plus hrs,23.21937395,2.392869606,425
2024,4,catt2a,Person,Perception,England and Wales, ,All people,65-74,weekday2,Less than 3 hrs,29.47759156,1.056509637,2833
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,Detached house,36.87812038,1.480404682,1495
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,Flats/maisonettes,30.75665413,2.369363547,661
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,House,33.83243427,0.94824557,3880
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,Other accommodation,20.56008403,8.454906655,26
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,Semi-detached house,33.27187576,1.563452397,1364
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,accharm3,Terraced house,28.88993573,1.752248246,1021
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,agegrp7,75+,33.39715276,0.877166981,4578
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,clubno,1-3 times,27.27056046,12.22237201,21
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,clubno,4+ times,[x],[x],[x]
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,clubno,None,33.40303087,0.877350964,4550
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,depremp19,20% least deprived,38.3416211,2.112067751,808
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,depremp19,20% most deprived,30.50353815,2.016188517,915
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,depremp19,Deciles 3 - 8,32.65400404,1.122474648,2491
2024,4,catt2a,Person,Perception,England and Wales, ,All people,75+,educatlvl,Apprenticeship or A/AS level,30.22756714,2.191959845,621
